daily_metrics_id,session_id,user_id,created_time,venue,TWD,TWS New (Deprecated),TWS New V3,TWS-,TWS+,sea_state,type_of_day,primaries,lowers,caps,board,bridle,outhaul,track,clew,tack_height,course_area,free_notes,conditions,current,vang,cunningham
fkXBFMuIQW2Tw4W70h9EMw,6bdS1sOWTsWYtPUgVV.pqQ,vlTNteyCRm6-hOs.YN5HeQ,"29/9/2025, 2:14:33 p. m.",Cagliari ,S 180º,,"DT 5-8,FP 9-11 ",,,flat,,"0,5",-1,0,0,3,1,"3,4",top,"1,0,5,0",A,"“Apparent wind” mode and gybes on DW.  
We were very efficient with our exit angle on the gybes, which helped us keep the platform flat and hook up quickly. Workshopping a bit the lulls to see if we need to speed the turn up or trail the turn slightly with the bodies. 

Critical to “accelerate on the line” 

Reminder on flat water tuning/mode options.  ",,,,
F6ES3m.DS021fY7qnnWkdA,a.oZPUrxNTs-oi8UiApWn0Q,vlTNteyCRm6-hOs.YN5HeQ,"1/10/2025, 1:03:37 p. m.",,S 180º,,"DT 5-8,FP 9-11 ",,,chop,,0,-1,0,0,3,2,3,top,1,,"Situation on port with Oman R3

DW, consider the larger strategic picture out of corners. Especially on a day like today where being on VMG can be huge, keep the boat rumbling if fact checking agrees. ",,,,
8GOLv3KFRvC8hZuv46U-CQ,5.EokoWcQUC2bF6rw9krzQ,vlTNteyCRm6-hOs.YN5HeQ,"1/10/2025, 1:06:13 p. m.",,NW 315º,,DP 12-18,,,flat,,"11,15,16","-4,-3.5,-3","-0.5,0.5","1,2,3",4,2,4,top,-3,,,Offshore corners,,,
b6ReQTnfRaaoaa5.uH2LVw,AecNB-mhRDynhDliEJvZGA,vlTNteyCRm6-hOs.YN5HeQ,"2/10/2025, 1:00:00 p. m.",Cagliari,NW 315º,,DP 12-18,,,chop,,"11,14",-3,0,2,4,2,4,middle,"1,0",A?,"Did a good job using waves to cross the course during lull sections UW. 
Comms on crosses can happen earlier and the big upgrade I need to make is utilizing “stronger” and “weaker” to describe the cross.  

Miss on r1 regarding start safety. Low intensity from me on that. 

Good comms from Nev regarding battle with Belgium. No notes. Bad reaction from me to good comms.  ",Offshore playing the shifts and gusts,,,
TGGjIm72TxSGmA8tSQwnlw,xvPowS6PSLGjXbWrlDJXag,sIY5BybFSMa.UrJYdtwAbQ,"6/10/2025, 4:55:42 p. m.",,NW 315º,,,,,,,,,,,,,,,,,,Offshore playing the shifts and gusts,,,
h0NUyzV0SleVZ.AOFSPv5w,IAgS.KhDRYO-ahvfvaBhSA,vlTNteyCRm6-hOs.YN5HeQ,"7/10/2025, 4:41:33 p. m.",Cagliari ,S 180º,,"FP 9-11 ,DP 12-18",,,chop,,"4,6,10","-2,-1",0,"0,1,2",3,2,"3,4",top,"0,-0.5",B ,"perpendicular port, 45* starboard UW 
Can try asymmetric set ups, with more twisty main and powerful bottom of jib on port.  

Double tack in pre start 16-20 seconds to go. 
10-25 seconds is a critical moment.  ",,,,
p5CGTNptSbaVNvhdMn-0bg,8D3IpYvgSzOojIw5JMixtg,vlTNteyCRm6-hOs.YN5HeQ,"9/10/2025, 1:57:31 p. m.",Cagliari ,SW 225º,,"DT 5-8,FP 9-11 ",,,flat,,"1,3,8","-2,-0.5,0","-1,0","0,1","0,2","1,2","3,4",top,"1.5,0,5,0",A,"Full press technique, utilize the knuckle out in pressure to then build.  

Comms, comms, comms to keep the day mellow and out develop the fleet. ",,,,
jmIyPBsGScS37k71mMPAdg,HaEgJvF.RjCXq-HAtWOIvQ,vlTNteyCRm6-hOs.YN5HeQ,"10/10/2025, 4:10:05 p. m.",Cagliari ,"NE 45º,SE 135º",,"ST 0-4,DP 12-18",,,chop,,"1,12,15","-2,-1,0",0,"0,2","2,4",2,"3,4",top,"1.5,-1.5",A,New base with cap at 18 ,,,,
MYkdLPAnQNCaT0UXnbOVsA,bnQ7ZNYjSvaEBGqz83veNA,sIY5BybFSMa.UrJYdtwAbQ,"21/10/2025, 9:05:08 a. m.",,,,DT 5-8,,,flat,,"0,1",0,0,0,3,1,3,top,,,Playing with apparent wind on the DW. Need to work on my transition from the hull to the wire. Speed differences require a good amount of intensity!,,,,
8GcxNoxJT3-3j1AUu5gBVA,J-AK6DMKQjC9qO0BjU7TXw,sIY5BybFSMa.UrJYdtwAbQ,"21/10/2025, 9:15:29 a. m.",Cagliari,NW 315º,,"DP 12-18,OP 19-23",,,flat,,"20,22,24","-5,-3","-0.5,0.5","2,3",4,"1,2","4,5",middle,"-1,-1.5",B,"Track 5 and cap -0.5 down were the critical changes in the 18knots and up. Cap gives lots of stability and in +20, stability is one of the big factors of upwind speed.  ",Offshore corners,,,
6.PXJjzBQF2Jm4-lvEMbGQ,jZJl5kumQZCPKxTStYPsfg,sIY5BybFSMa.UrJYdtwAbQ,"26/11/2025, 11:05:18 a. m.",,SE 135º,,DP 12-18,,,,,14,-3,0,1,,,4,,,,,,,,
bsjQTnn8RsG0jjmXbX0ROQ,xvPowS6PSLGjXbWrlDJXag,vlTNteyCRm6-hOs.YN5HeQ,"3/1/2026, 7:50:06 p. m.",San Isidro ,"S 180º,SW 225º",,FP 9-11 ,,,flat,Unstable/high frequency shifts,8,-2,0,0,4,,"3,4",top,,,"Consider using Cunningham to cover off both sides of the big shifts.  (Big ease and big trim to match breeze) 
80/20 head out 
Hard to keep the kite pulling on the DW’s in the light moments or the lifts. Moments for big eases are great with lifts and puffs. ",Offshore playing the shifts and gusts,Very strong south to north ,,
HSNToDAZTsGcynA8JVAnXg,2OQrq0QxSbyrIIe-zZVNYw,sIY5BybFSMa.UrJYdtwAbQ,"3/1/2026, 10:30:07 p. m.",,SW 225º,,FP 9-11 ,,,flat,,,,,,,,,,,,Controls anticipation was key!,Offshore playing the shifts and gusts,,,
ZoPI0KkJRJ-KTBe1zb2wcQ,KfuiLI-rRZmhECiOk9m-Sg,sIY5BybFSMa.UrJYdtwAbQ,"5/1/2026, 8:53:57 p. m.",,"E 90º,SE 135º",,"DT 5-8,FP 9-11 ",,,,,,,,,,,,,,,,,,,
PSEdypaTQO-d4y4zq01shQ,y4Yr2pWLSry8UHoIMt8VzA,sIY5BybFSMa.UrJYdtwAbQ,"5/1/2026, 8:54:09 p. m.",,,,DT 5-8,,,,,,,,,,,,,,,,,,,
746jHWd8Q4GqaZFmAmZvUA,YtZH88lFTDWkVB8Qt2CfFQ,sIY5BybFSMa.UrJYdtwAbQ,"5/1/2026, 8:55:43 p. m.",,,,"DT 5-8,FP 9-11 ",,,,,,,,,,,,,,,,Offshore playing the shifts and gusts,,,
3HpyTYhCSH65.SeRCP-hqA,QOHLNGXDQ9Wj5YEPjzNPEg,sIY5BybFSMa.UrJYdtwAbQ,"7/1/2026, 12:54:38 p. m.",,NE 45º,,DP 12-18,,,chop,,,,,,,,,,,,,,,,
0lotzWHMSkGxKm-Dp-.jng,mBdKBEpKSD6Y2Bpt.RH3Ew,sIY5BybFSMa.UrJYdtwAbQ,"8/1/2026, 2:57:43 p. m.",,E 90º,,"DP 12-18,OP 19-23",,,,,,,,,,,,,,,,,,,
3Dt.Fj4fTeeo86SweDTAhw,HQrAY26TQHKdVESqEkf3LA,sIY5BybFSMa.UrJYdtwAbQ,"8/1/2026, 3:02:07 p. m.",,NE 45º,,DP 12-18,,,chop,,,,,,,,,,,,,,,,
bSzEkSFnRFKICiquQh-hng,so9DBkENTuCzg7E1IamZJg,sIY5BybFSMa.UrJYdtwAbQ,"9/1/2026, 10:20:23 p. m.",,SE 135º,,"OP 19-23,S 24+",,,,,,,,,,,,,,,,,,,
G9Cj6P-aSJq7t843HSR5rg,6fsuYAU4RdyCG4n9t6KuNg,vlTNteyCRm6-hOs.YN5HeQ,"22/1/2026, 4:26:12 p. m.",Torbay,W 270º,,"OP 19-23,S 24+",,,flat,Strong to survivor ,24,-5,-1,4,4,2,5,middle,0,,"Blew up kite so only 2 sail DW 
Comms upwind pressure first. 
Active comms into bareaway when survivor as moments are rare.  ",Offshore playing the shifts and gusts,,,
K-jL3b1ESN2i79p.CLAqWA,EeprQg6xRluXYvgfrD7ASg,vlTNteyCRm6-hOs.YN5HeQ,"23/1/2026, 5:08:33 p. m.",AKL,W 270º,,"DP 12-18,OP 19-23",,,flat,Unstable high frequency shifts,"18,24","-4.5,-4","-1,0","3,5",4,2,5,middle,,Torbay,,Offshore playing the shifts and gusts,,,
STINWGfuRlutLJTD-9LL0g,EeprQg6xRluXYvgfrD7ASg,vlTNteyCRm6-hOs.YN5HeQ,"26/1/2026, 3:55:37 a. m.",AKL,SW 225º,,DP 12-18,,,flat,Dirty offshore ,"16,18","-4,-3",0,"1,3",4,1,4,"middle,top","3,1.5",Torbay ,"TOD, possibly need to cross when we can.  
Comms regarding when the main is bubbling and how we can trim the job relative to that. 

Extra: tack exit comms, able to adapt the mainsheet for the exits as needed.  “quick hook up” or “light out” (not picky on the words)",Offshore playing the shifts and gusts,,,
OxT.1bz3SIybHyIgV9czsg,Hv0ztBoDS1OPCWyzm3rENw,sIY5BybFSMa.UrJYdtwAbQ,"26/1/2026, 6:41:46 p. m.",,SW 225º,,DP 12-18,,,chop,Offshore,,,,,,,,,,,We tryed the mast a bit straighter at the end,Offshore playing the shifts and gusts,,,
rURZZvGfSre5epNOMyzhCA,57kvas1DThG4Nsu-xl0q2Q,vlTNteyCRm6-hOs.YN5HeQ,"27/1/2026, 1:35:44 a. m.",AKL,SW 225º,,"DT 5-8,FP 9-11 ",,,flat,,"0,1","-2,0",0,0,0,0,3,top,0,Torbay B,"Some moments to sail 0 to +1 on the upwind.  
R3, poor start comm from me re:ducking boats

How to be the snake…",Offshore corners,,,
Q9wspA1VQe-apE.oJiW-KA,aWcFrsQCRiyFavQQbiUHOQ,sIY5BybFSMa.UrJYdtwAbQ,"28/1/2026, 2:06:48 a. m.",AKL,NE 45º,,"DT 5-8,FP 9-11 ",,,flat,2ft…4ft tight main… open main ,"0,5","-1.5,-0.5,0",0,"0,1","1,2","0,1",3,top,,B torbay,"Twisty jib helps on holding good power on the main and easier boat to get on breathing after transitions


",,"Yes, but didn’t get a reading","1,4",5
BFgE1bsrSb2HyyPB.R-Dtw,a4wcPsxpT2GH.Wf.8mG-KQ,vlTNteyCRm6-hOs.YN5HeQ,"29/1/2026, 12:11:06 a. m.",AKL,NE 45º,,DT 5-8,,,flat,2ft ,0,"-1,-0.5","0,0.5",0,0,"0,1",3,top,,Torbay A ,"Outhaul could have been 2 
+0.5 in the cap was good. Can try 0.5 more
Jib a bit more powerful worked well",,040* ,,
QQ1QG8cnT.ylq8k7Hil0.g,o0CJ8alxQyugRD5P4u.U9A,vlTNteyCRm6-hOs.YN5HeQ,"30/1/2026, 12:13:09 a. m.",,"E 90º,SE 135º",,DT 5-8,,,flat,4ft tight main,"0,2","-1,0","-1,0",0,"1,2","1,2",3,top,,,"Add turns to top 3 battens 

Kiwis still running middle hole and high…

Potential mode, kiss of vang, less trap and a touch of leeward heel… expand with boys ",Unstable sea breeze (open),,,
gi0w8ABWTFOk60OIGeL61Q,jw.VNAl4Q3abd49CX1hxSw,vlTNteyCRm6-hOs.YN5HeQ,"31/1/2026, 3:58:40 a. m.",AKL,NE 45º,,DT 5-8,,,chop,2ft… 4ft tight main if solid ,0,"-1,-0.5,0",0,0,2,1,3,"middle,top",,Torbay course A,,Unstable sea breeze (open),N/A,,
6DNqoUF5Su6jp2xduVTY-g,jw.VNAl4Q3abd49CX1hxSw,vlTNteyCRm6-hOs.YN5HeQ,"1/2/2026, 2:23:26 a. m.",AKL,"NE 45º,E 90º,SE 135º",,DT 5-8,,,flat,0-2ft,"0,1",-3,"-0.5,0",0,1,1,3,top,,A,,"One side favored,Unstable sea breeze (open)",South to north?,,
GdflMZa7Qiq.AYRDZe2hLQ,a-UdlFimpRxm1ZkUgIP.6iw,sIY5BybFSMa.UrJYdtwAbQ,"2/2/2026, 7:28:01 p. m.",,,,,,,,,,,,,,,,,,,"In 5 to 7 knts, try a flatter main. Maybe 2cm pre end and keep the tensions

When the boat is in numbers, try the pitch a bit aft (UW and DW)

In the accelerations, hit a bit more being hooked and when the boat is getting flatter, trim the main hard

The default in the heel, is allways nev to come first in
",,,,
hv6RwCQlSZ-x1jQjzQCeQA,a.LY6KBF-SgGQEAPtb9Ajbw,sIY5BybFSMa.UrJYdtwAbQ,"2/2/2026, 11:41:55 p. m.",,W 270º,,"DP 12-18,OP 19-23",,,flat,,,,,,,,,,,,,Offshore playing the shifts and gusts,,,
iglsAAfPRr6JIzbzHCwZ2Q,fQ3yMmH-ReuoegeHkR8kaw,sIY5BybFSMa.UrJYdtwAbQ,"5/2/2026, 6:57:05 a. m.",,N 0º,,ST 0-4,,,flat,,3,-8,0.5,,,,,middle,,,Trying flatter sails,Unstable sea breeze (open),,,
4GPDzU5FTxWPvBZQLgRqUw,AsKwtC7bRLuLa4jb7N9zcA,vlTNteyCRm6-hOs.YN5HeQ,"6/2/2026, 2:33:46 a. m.",AKL,SW 225º,,"FP 9-11 ,DP 12-18",,,chop,Open main ,"8,9,12","-3,-2.5","0.5,1",2,4,"0,1",4,top,,Torbay B,,Offshore playing the shifts and gusts,~190*,,
g1QMsZ31RBm5hiDw0WWHyA,L.tnTOMISPu2E48fHGxv9w,sIY5BybFSMa.UrJYdtwAbQ,"6/2/2026, 9:47:04 p. m.",,"SE 135º,S 180º",,DP 12-18,,,chop,,,,,,,,,,,,,Offshore playing the shifts and gusts,,,
u7VNpHeEQu6U0eIKM-kX9Q,Sw0lrVzdQnupkazYW1UjIQ,pOIJawgCRnSTct2LpGPoig,"19/2/2026, 3:34:59 p. m.",,SE 135º,,,,,,Estable en aumento ,14,-4,-1,2,,,,,,,,Offshore corners,,,
CzpZOAqwSDqOtbENYVrlCg,dnCrNv6NQ5KzAeMKSvdn7Q,pOIJawgCRnSTct2LpGPoig,"19/2/2026, 3:36:37 p. m.",,,,,,,,,14,-3,-1,2,,,,,,,,,,,
ASi90tE4Qo-8OxTkEEdQkg,aslKr868QN-uBRM6R8KGhg,pOIJawgCRnSTct2LpGPoig,"21/2/2026, 8:15:55 p. m.",,SE 135º,,OP 19-23,,,chop,,24,-4,-1,3,,,,,,,,,,,
hkuK0fFjS52N3M9.EHc5jQ,NMoS918rQjCBiYa29dZABA,pOIJawgCRnSTct2LpGPoig,"3/3/2026, 4:02:34 p. m.",,,,OP 19-23,,,chop,Shifty,24,-5.5,-1,3,,,5,,,,,Offshore playing the shifts and gusts,,,
bIx.rX.cSPOszNXHa8rz7w,HOd2Du9RRKSoUPNWZw-ojw,vlTNteyCRm6-hOs.YN5HeQ,"4/3/2026, 2:59:54 p. m.",Arenal ,"N 0º,NE 45º",,DP 12-18,,,flat,Unstable/high frequency shifts ,"20,24","-7,-6,-5","1,2","2,3",4,"1,2",4,middle,,A?,Caps up/cunningham 2-0 created windsurf feeling on last upwind.  ,Offshore playing the shifts and gusts,,,
dV5Cn-xjQXGrB.rMRBQlqw,0fnNcfxfQQuGaIi69v-9zw,pOIJawgCRnSTct2LpGPoig,"4/3/2026, 7:02:34 p. m.",,,,OP 19-23,,,,,24,"-5,-1.5",,,,,,,,,,,,,
E0Y2vkVnReSiAUF1ryKSSQ,MaERPYwBTT-BE.1WFNE3Gw,vlTNteyCRm6-hOs.YN5HeQ,"5/3/2026, 1:16:11 p. m.",Arenal ,"E 90º,SE 135º",,"DT 5-8,FP 9-11 ,DP 12-18",,,swell,Unstable/high frequency shifts ,"4,12,15","-3,-2,-1","-1,1","0,2",4,"1,2","3,4","middle,top",,A,"DW, taking care of not getting too low in the VMG range. Careful with the bow too in. Specialized tool.  
UW, wave angle and how to handle the wave. 2 parts: catch+surf
Prestart, swell note&late double tack priorities (space or pivot?)",Offshore corners,Lots of drift?,,
lxUPue7RT6C8s8g62plQWQ,MaERPYwBTT-BE.1WFNE3Gw,vlTNteyCRm6-hOs.YN5HeQ,"6/3/2026, 4:14:21 p. m.",Arenal ,SE 135º,,"FP 9-11 ,DP 12-18",,,swell,Unstable/high frequency shifts ,"2,6,8,10,16","-6,-2,-1,0","0,1","0,1",4,,"3,4",middle,,A,"Breezy enough to be 100% controls at go (feel agrees with this) 
Still difficult to hold windward, but managed will by being patient and waiting for our moment. (Comment about watching the leeward boat to quickly match any downs if in tight spot.  

-on average closer to the line in the last 20 seconds. Need to work on how to keep calm during those moments.  ",Offshore corners,,,
wTKogHc0RguAMkIp7iXPrA,a.kJSHh1zSC-iDJxeRXQMKA,vlTNteyCRm6-hOs.YN5HeQ,"6/3/2026, 5:48:21 p. m.",Arenal ,SE 135º,,"FP 9-11 ,DP 12-18",,,swell,Unstable/high frequency shifts,"2,8,15","-6,-2,0","0,1","0,1",4,,"3,4",middle,,A,"When windy enough, controls can and need to be 100%. Remember Flo lesson from 2024.  
Moments to trust the pitch (surfing waves so very fast) and Ian can use subtle trimming to manipulate mode.  ",Offshore corners,,,
63kDsGAwQkGksf0c-qWvpQ,QiyITn8ZQVW9STE2bFqLIQ,pOIJawgCRnSTct2LpGPoig,"7/3/2026, 6:07:36 a. m.",,,,DT 5-8,,,,,2,-3,1,,,,,,,,,,,,
sIo3eWBSRk-prnTFJDpYwg,4QgOVY.SR4qhTLLOMLBDcw,vlTNteyCRm6-hOs.YN5HeQ,"10/3/2026, 2:56:39 p. m.",Arenal ,"SW 225º,W 270º",,"ST 0-4,DT 5-8",,,flat,Unstable/high frequency shifts ,,,,,,,,,,C?,"Notes from the sub 8 knot tuning. We left the session trying to figure out if it’s possible to cover the jump from underpowered to full power.  

March 10 base update 
Pins p9, c4.5
Tensions c19.5
P 29
L 18
F27.5
Pb 11
Turns 
P 02
L 16

Kiwi style 
P+3
L-8
Cap -1
PB 40mm 
C,P,F stay the same in this set up but lowers way loose and mast characteristics 


1/2 kiwi (cap doing too much. Need to go base or -0.5
P1.5
L-4
C-1
PB 25mm
C too tight at -1, which means lowers are engaged more as well. Potentially allowing vang. 


Try L -4 and +1 on primaries cap down 1


P3, L3 cap should be -0.5
Pb 22
F29
P30.5
L18
C20?",,,,
zxkoOy5bRqCdNcwRdyNnVg,KfW35qqvStWAkc8Gqh18Mg,pOIJawgCRnSTct2LpGPoig,"12/3/2026, 5:02:08 p. m.",,,,ST 0-4,,,,,0,-3,0,,,,,,,,,,,,
lRfHkWmUQIOQ0pZeQivnvw,4QgOVY.SR4qhTLLOMLBDcw,vlTNteyCRm6-hOs.YN5HeQ,"13/3/2026, 7:19:11 p. m.",S’arenal ,SW 225º,,DT 5-8,,,swell,,"0,1","-1,0,1",0,0,0,2,3,top,,2,"Jib tack ended at 6.5
Differential between swell and the chop on top. (Chop may demand quick body) 
Nice work hooking up on starboard DW consistently. Never got too low&slow
",Unstable sea breeze (open),,,
PDhKtT1SSkqWrPHixhNCxQ,4QgOVY.SR4qhTLLOMLBDcw,vlTNteyCRm6-hOs.YN5HeQ,"13/3/2026, 7:21:14 p. m.",S’arenal ,SW 225º,,DT 5-8,,,swell,,"0,1","-1,0,1",0,0,2,2,3,top,,2,"Tack ended at 7.5 
Hooked up well on starboard DW (perpendicular wave) and never got low&slow. 
Body weight speed differences between swell and the chop on top.  (Moments to be quick out and in) 
",Side favored and winning lanes,,,
zMAqCnMlQe2lhPe0CuG1Vg,a-lWJSVb0SaOejFzgnhT9rg,vlTNteyCRm6-hOs.YN5HeQ,"14/3/2026, 4:32:52 p. m.",S’arenal ,NW 315º,,"FP 9-11 ,DP 12-18",,,swell,,"4,10,15","-3.5,-1,1","1,2","0,1",4,1,4,top,,1,"Tack height 4.5…4
Used the waves very well. Two places to polish are the gybes from port to starboard and the ability to maximize the surf on port UW.  
Asymmetric cap waspowerful! Cap higher on the surfing side. ","Offshore corners,Offshore playing the shifts and gusts",,,
SeWbPREzTQCQXzJnNHIeow,L--De2FzRPmvpeSbxDMZfw,pOIJawgCRnSTct2LpGPoig,"15/3/2026, 10:48:05 a. m.",,,,"ST 0-4,DT 5-8",,,,,0,0,0,,,,,,,,,,,,
RcyMr5EeRnuRKnAtDqW0Dw,zHCj6NOOQm-BKIma8tj7vg,pOIJawgCRnSTct2LpGPoig,"15/3/2026, 3:41:25 p. m.",,,,DP 12-18,,,swell,,10,-2,0,,,,,,,,,Unstable sea breeze (open),,,
JhxfCQ54QBev7gcdpvZgaw,qx.dKdSCQKqYL1zGXUmWvg,pOIJawgCRnSTct2LpGPoig,"22/3/2026, 5:17:22 a. m.",,,,DT 5-8,,,flat,,0,0,0,,,,,,1.5,,,One side favored,,,
17a828gxSC2VBeV3DUVqPQ,B7riHqEtTP2Rk0uH01bZBQ,pOIJawgCRnSTct2LpGPoig,"22/3/2026, 5:22:00 a. m.",,,,"FP 9-11 ,DP 12-18",,,swell,,14,-4,-1,1,,,4,,0,,,,,,
XFZES16bQ-S9vpEJ8beYBg,m66zmlcdRLuytYJ6tCCl0w,pOIJawgCRnSTct2LpGPoig,"22/3/2026, 5:30:07 a. m.",,,,"DT 5-8,FP 9-11 ",,,flat,,4,0,0,,,,,,,,,,,,
2Lt6JIA3SFSBJTQvZGW5Mg,rF1yfeGcTROX7Y5dITVlVw,pOIJawgCRnSTct2LpGPoig,"22/3/2026, 2:39:18 p. m.",,,,FP 9-11 ,,,,,4,0,,,,,3,,1.5,,,,,,
UjNWdF-lS0iCjmKuhqY.qg,AtR95A5uTPSO1aQqKLgrdw,pOIJawgCRnSTct2LpGPoig,"23/3/2026, 12:19:28 p. m.",,,,DP 12-18,,,flat,,18,-3,-1,3,,,,,-2,,,,,,
LOFXlKTXTmGoYQgKNcohTQ,BfY5kd6QROGLQWr58Vke7Q,sIY5BybFSMa.UrJYdtwAbQ,"25/3/2026, 6:30:14 p. m.",S’arenal,SW 225º,,FP 9-11 ,,,chop,4ft tight main ,"4,6","0,1","-0.5,0",0,3,0,4,top,,,"We can try in this main(425) a bendier base. 20cm to try to flatten it out a bit. 
Jib felt better as we got it down in the tack

Jib tack, 6…5.5…5…
Fore/aft… easy to pass to too draggy in transition. ",,,"3,4","5,4"
RdqDMNs5T7qicG6g7FgKHA,rrbTQeYlRCG4vsPY8WX1Ig,vlTNteyCRm6-hOs.YN5HeQ,"26/3/2026, 10:03:21 a. m.",S’arenal ,NE 45º,,DP 12-18,,,flat,,"14,18","-3,-2","0,1","0,1,2",4,0,4,"middle,top",,1,"Connection between slot. Vang position and jib height discussion.  
",Offshore playing the shifts and gusts,,,
7bv9OT5AQXKIB9DN336NZQ,60w.rftUSXahKi8xHaTmMw,pOIJawgCRnSTct2LpGPoig,"26/3/2026, 3:22:33 p. m.",,,,DP 12-18,,,flat,,,-3,-1,,,,,,,,,Offshore corners,,,
Vq2PqusRT66J27hmThmrcw,tlKC6g6aRQqn0pBFC8eXjA,vlTNteyCRm6-hOs.YN5HeQ,"30/3/2026, 12:38:44 p. m.",S’arenal ,"N 0º,NE 45º,W 270º",,"DT 5-8,FP 9-11 ,DP 12-18",,,chop,,"0,10,16,18","-2,-1,0","0,1","0,1,2",3,"0,2","3,4",top,,"2,3","Tack height 2…2.7…3.8
Sailed with the 20PB base.  Felt like half kiwi in the light stuff for R3.  
In sub 9 knots looking to spin top 3 battens off a little to aid gybes.  

Good upgrade on our tack ability. Boat was flowing out of most of them. Close by still looking for a little bit on the gybes as well.  ","Offshore corners,Offshore playing the shifts and gusts",,,
KL0r8iRnRzqYua.I-6la9w,9wJi6g7KQP6Ki-2n0cxIMw,vlTNteyCRm6-hOs.YN5HeQ,"31/3/2026, 11:58:56 a. m.",S’arenal ,NE 45º,,"FP 9-11 ,DP 12-18",,,swell,,"10,12,16","-2,-1",1,"0,1",4,1,4,top,,3,"Tack height 3…3.5 
    Very happy with this. Able to trim when we wanted and not backing the slot too much. 

To work, the OCS bail at go. Have done a great job, but would like to get some reps in it when windy.  Might be a dead end skill…

",Offshore playing the shifts and gusts,,,
RGl7BzsbSH6-fU5lq1Nvmg,rp10u7JcQ9O1C6KVhvuarw,pOIJawgCRnSTct2LpGPoig,"1/4/2026, 7:00:06 p. m.",,N 0º,,"ST 0-4,DT 5-8,FP 9-11 ",,,chop,,8,-2,0,0,,,3,,1.5,,,Offshore corners,,,
QcX4ZqtoST6.z71ZUH3v5Q,7fO6q53cTam3SGWd-o7qwg,pOIJawgCRnSTct2LpGPoig,"1/4/2026, 7:08:35 p. m.",,N 0º,,DP 12-18,,,chop,,18,-4,-1,2,,,,,,,,,,,
WNnZoS4aQ1G9qThxfV53Xg,cs8GSGywSaipckkPXCflyA,pOIJawgCRnSTct2LpGPoig,"1/4/2026, 7:12:57 p. m.",,,,DP 12-18,,,"chop,swell",,18,-3,1,2,,,4,,-1.5,,,Side favored and winning lanes,,,
3a-PkymiQkq.kTLcAdjuwQ,YqLztcRMSZaSjdhciWHYwA,sIY5BybFSMa.UrJYdtwAbQ,"1/4/2026, 7:14:32 p. m.",,SW 225º,,DT 5-8,,,swell,,2,-1,0,0,,,3,top,,,,Unstable sea breeze (open),,,
onjKsmY8RbODh-n7fJFhDw,ZP.pcZciSyOc2Vf2GhzHbQ,vlTNteyCRm6-hOs.YN5HeQ,"2/4/2026, 1:44:36 p. m.",S’arenal ,"N 0º,NW 315º",,"DT 5-8,FP 9-11 ,DP 12-18",,,chop,,"5,12,18","-3,-2,-1",1,"0,1",3,"0,1",4,top,,2,"Jib tack 3…4
Missed jib hal on R1","Offshore corners,Offshore playing the shifts and gusts",,,
xqAT9CorSBKVcejCkm57ng,ZP.pcZciSyOc2Vf2GhzHbQ,sIY5BybFSMa.UrJYdtwAbQ,"2/4/2026, 6:35:16 p. m.",,"N 0º,NE 45º,NW 315º",,"FP 9-11 ,DP 12-18",,,,,,,,,,,,,,,,,,,
DTnIEflOQZitA.nMWNv6JA,lf5a.gBLT0SMsyev3CE7lQ,vlTNteyCRm6-hOs.YN5HeQ,"3/4/2026, 12:30:54 p. m.",S’arenal ,"NE 45º,SW 225º",,DP 12-18,,,chop,,16,"-3.5,-3","0.5,1","0,1,2",3,"0,1",4,top,,2,"Tack lowest 2.5…
R2 start (Ian comms)","Unstable sea breeze (open),Offshore playing the shifts and gusts",,,
a-aKmbjnuRY2HraFZlFa39Q,rZTSWLGSQUKNHyyETyE.Uw,pOIJawgCRnSTct2LpGPoig,"3/4/2026, 11:43:50 p. m.",,,,OP 19-23,,,swell,,24,-6,"-1,-0.5","3,4",,,5,top,-2.5,,,Steady/lanes and edges,,0,